tax_id,rank,name,spades_reads,megahit_reads,total_reads,detection,agreement_ratio
2733155,G,Shapirovirus,8.0,2.0,10.0,Consensus (Both),0.25
2006684,S1,Pseudomonas phage Noxifer,7.0,3.0,10.0,Consensus (Both),0.42857142857142855
2734239,S,Hiyaavirus hiyaa,8.0,2.0,10.0,Consensus (Both),0.25
2801477,S1,Flavobacterium phage vB_FspM_immuto_2-6A,5.0,5.0,10.0,Consensus (Both),1.0
1623278,G,Bronvirus,8.0,2.0,10.0,Consensus (Both),0.25
2107709,S,Pandoravirus quercus,6.0,4.0,10.0,Consensus (Both),0.6666666666666666
2956212,S,Myrnavirus myrna,9.0,1.0,10.0,Consensus (Both),0.1111111111111111
546805,S1,Mycobacterium phage Myrna,9.0,1.0,10.0,Consensus (Both),0.1111111111111111
2956672,S,Wadgaonvirus wv5004651,6.0,4.0,10.0,Consensus (Both),0.6666666666666666
3421322,O1,Pimascovirales incertae sedis,6.0,4.0,10.0,Consensus (Both),0.6666666666666666
2948951,G,Wadgaonvirus,6.0,4.0,10.0,Consensus (Both),0.6666666666666666
2716351,S1,Escherichia phage 500465-1,6.0,4.0,10.0,Consensus (Both),0.6666666666666666
2955989,S,Immutovirus immuto,5.0,5.0,10.0,Consensus (Both),1.0
2842716,G,Hadassahvirus,6.0,3.0,9.0,Consensus (Both),0.5
2843366,G,Cimandefvirus,7.0,2.0,9.0,Consensus (Both),0.2857142857142857
1147722,S1,Escherichia phage JLK-2012,4.0,5.0,9.0,Consensus (Both),0.8
2844207,S,Marienburgvirus JLK2012,4.0,5.0,9.0,Consensus (Both),0.8
2843420,G,Marienburgvirus,4.0,5.0,9.0,Consensus (Both),0.8
2732986,G,Phitrevirus,6.0,3.0,9.0,Consensus (Both),0.5
2732527,O,Chitovirales,7.0,2.0,9.0,Consensus (Both),0.2857142857142857
2560122,G,Dismasvirus,6.0,3.0,9.0,Consensus (Both),0.5
1720324,G,Hollowayvirus,8.0,1.0,9.0,Consensus (Both),0.125
1978007,O,Crassvirales,6.0,3.0,9.0,Consensus (Both),0.5
2734069,S,Phitrevirus phi3,6.0,3.0,9.0,Consensus (Both),0.5
1754217,S1,Pseudomonas phage phi3,6.0,3.0,9.0,Consensus (Both),0.5
2956580,S,Unicornvirus unicorn,5.0,4.0,9.0,Consensus (Both),0.8
2015825,S1,Mycobacterium phage Unicorn,5.0,4.0,9.0,Consensus (Both),0.8
3044696,G,Cuauhnahuacvirus,5.0,4.0,9.0,Consensus (Both),0.8
181083,G,Chlorovirus,5.0,4.0,9.0,Consensus (Both),0.8
1605721,S,Pandoravirus inopinatum,7.0,2.0,9.0,Consensus (Both),0.2857142857142857
2163605,S1,Pseudomonas phage vB_PaeM_PA5oct,3.0,6.0,9.0,Consensus (Both),0.5
3044857,G,Wroclawvirus,3.0,6.0,9.0,Consensus (Both),0.5
3060806,S,Wroclawvirus PA5oct,3.0,6.0,9.0,Consensus (Both),0.5
1349410,S,Pandoravirus salinus,7.0,2.0,9.0,Consensus (Both),0.2857142857142857
3059911,S,Cuauhnahuacvirus Y65,4.0,4.0,8.0,Consensus (Both),1.0
3060406,S,Natevirus nate,5.0,3.0,8.0,Consensus (Both),0.6
3044772,G,Natevirus,5.0,3.0,8.0,Consensus (Both),0.6
2509785,S1,Rhizobium phage RHph_Y65,4.0,4.0,8.0,Consensus (Both),1.0
1198139,G,Bcepmuvirus,6.0,2.0,8.0,Consensus (Both),0.3333333333333333
103807,S,Enterobacteria phage phiP27,7.0,1.0,8.0,Consensus (Both),0.14285714285714285
1883366,S1,Synechococcus phage S-CAM3,6.0,2.0,8.0,Consensus (Both),0.3333333333333333
2734102,S,Charybdisvirus scam3,6.0,2.0,8.0,Consensus (Both),0.3333333333333333
2733100,G,Charybdisvirus,6.0,2.0,8.0,Consensus (Both),0.3333333333333333
2560111,G,Ceetrepovirus,7.0,1.0,8.0,Consensus (Both),0.14285714285714285
2894788,S1,Bacillus phage vB_BanS_Nate,5.0,3.0,8.0,Consensus (Both),0.6
2107708,S,Pandoravirus neocaledonia,6.0,2.0,8.0,Consensus (Both),0.3333333333333333
2842814,G,Kwaitsingvirus,6.0,2.0,8.0,Consensus (Both),0.3333333333333333
2846672,S,Riverridervirus riverrider,6.0,2.0,8.0,Consensus (Both),0.3333333333333333
2843008,G,Riverridervirus,6.0,2.0,8.0,Consensus (Both),0.3333333333333333
1623288,G,Liefievirus,7.0,1.0,8.0,Consensus (Both),0.14285714285714285
2108116,S1,Xanthomonas phage RiverRider,6.0,2.0,8.0,Consensus (Both),0.3333333333333333
3044697,G,Cyamitesvirus,5.0,2.0,7.0,Consensus (Both),0.4
2560396,S,Poushouvirus Poushou,5.0,2.0,7.0,Consensus (Both),0.4
984175,S,Cronobacter phage ENT39118,4.0,3.0,7.0,Consensus (Both),0.75
2283270,S1,Caulobacter phage CcrBL9,5.0,2.0,7.0,Consensus (Both),0.4
2734192,S,Bertelyvirus BL9,5.0,2.0,7.0,Consensus (Both),0.4
1983744,G,Bongovirus,6.0,1.0,7.0,Consensus (Both),0.16666666666666666
2015851,S1,Corynebacterium phage Poushou,5.0,2.0,7.0,Consensus (Both),0.4
680114,G,Bixzunavirus,5.0,2.0,7.0,Consensus (Both),0.4
2560209,G,Poushouvirus,5.0,2.0,7.0,Consensus (Both),0.4
2733200,G,Oneupvirus,6.0,1.0,7.0,Consensus (Both),0.16666666666666666
3060173,S,Ludhianavirus LAh10,5.0,2.0,7.0,Consensus (Both),0.4
2591025,S1,Aeromonas phage LAh10,5.0,2.0,7.0,Consensus (Both),0.4
2948922,G,Thalassavirus,5.0,2.0,7.0,Consensus (Both),0.4
1357825,S1,Enterobacteria phage fiAA91-ss,6.0,1.0,7.0,Consensus (Both),0.16666666666666666
1982889,S,Likavirus lannister,3.0,4.0,7.0,Consensus (Both),0.75
1674927,S1,Streptomyces phage Lannister,3.0,4.0,7.0,Consensus (Both),0.75
10678,S,Punavirus P1,4.0,3.0,7.0,Consensus (Both),0.75
2560457,S,Peduovirus fiAA91ss,6.0,1.0,7.0,Consensus (Both),0.16666666666666666
2732929,G,Ampunavirus,6.0,1.0,7.0,Consensus (Both),0.16666666666666666
2834256,S1,Pseudomonas phage Medea1,4.0,3.0,7.0,Consensus (Both),0.75
3152508,G,Dolmabahcevirus,4.0,3.0,7.0,Consensus (Both),0.75
260149,S,Ishigurovirus osborne,5.0,2.0,7.0,Consensus (Both),0.4
10294,G,Simplexvirus,5.0,2.0,7.0,Consensus (Both),0.4
10257,G,Parapoxvirus,5.0,2.0,7.0,Consensus (Both),0.4
3428776,S,Finkelvirus finkel,4.0,3.0,7.0,Consensus (Both),0.75
1147140,S,Salmonella phage SPN3UB,5.0,2.0,7.0,Consensus (Both),0.4
2919549,S1,Aeromonas phage 65,5.0,2.0,7.0,Consensus (Both),0.4
2842766,G,Ishigurovirus,5.0,2.0,7.0,Consensus (Both),0.4
3153083,G,Finkelvirus,4.0,3.0,7.0,Consensus (Both),0.75
2926099,S1,Gordonia phage Finkle,4.0,3.0,7.0,Consensus (Both),0.75
3430767,S,Medeavirus medea1,4.0,3.0,7.0,Consensus (Both),0.75
3152510,G,Medeavirus,4.0,3.0,7.0,Consensus (Both),0.75
2793708,S1,Streptomyces phage TurkishDelight,4.0,3.0,7.0,Consensus (Both),0.75
2690230,S1,Acinetobacter phage vB_AbaM_PhT2,5.0,2.0,7.0,Consensus (Both),0.4
2843638,S,Hadassahvirus pht2,5.0,2.0,7.0,Consensus (Both),0.4
3428314,S,Dolmabahcevirus turkishdelight,4.0,3.0,7.0,Consensus (Both),0.75
2763561,G,Fadolivirus,3.0,3.0,6.0,Consensus (Both),1.0
3060017,S,Fadolivirus algeromassiliense,3.0,3.0,6.0,Consensus (Both),1.0
2843400,G,Karimacvirus,4.0,2.0,6.0,Consensus (Both),0.5
43680,G,Ascovirus,3.0,3.0,6.0,Consensus (Both),1.0
264729,S,Bcepmuvirus bcepMu,4.0,2.0,6.0,Consensus (Both),0.5
2881392,S1,Burkholderia phage BcepMu,4.0,2.0,6.0,Consensus (Both),0.5
1982898,G,Coopervirus,5.0,1.0,6.0,Consensus (Both),0.2
1981159,G,Oslovirus,4.0,2.0,6.0,Consensus (Both),0.5
1981168,S,Oslovirus PA2,4.0,2.0,6.0,Consensus (Both),0.5
936054,S1,Enterobacteria phage VT2phi_272,4.0,2.0,6.0,Consensus (Both),0.5
2843432,G,Pankowvirus,4.0,2.0,6.0,Consensus (Both),0.5
1147151,S,Enterobacteria phage mEp237,3.0,3.0,6.0,Consensus (Both),1.0
2919553,S2,Mycobacterium phage LeBron,5.0,1.0,6.0,Consensus (Both),0.2
861047,S1,Mycobacterium virus Bron,5.0,1.0,6.0,Consensus (Both),0.2
2948665,G,Cinqassovirus,4.0,2.0,6.0,Consensus (Both),0.5
3427627,S,Bronvirus bron,5.0,1.0,6.0,Consensus (Both),0.2
1623281,G,Cheoctovirus,4.0,2.0,6.0,Consensus (Both),0.5
180504,S,Stanholtvirus E125,5.0,1.0,6.0,Consensus (Both),0.2
328615,S,Trichoplusia ni ascovirus 2c,3.0,3.0,6.0,Consensus (Both),1.0
1560342,S,Acinetobacter phage YMC13/03/R2096,3.0,3.0,6.0,Consensus (Both),1.0
2733120,G,Nodensvirus,4.0,2.0,6.0,Consensus (Both),0.5
2948695,G,Elveevirus,4.0,2.0,6.0,Consensus (Both),0.5
2734062,S,Elveevirus 4LV2017,4.0,2.0,6.0,Consensus (Both),0.5
2560094,G,Asteriusvirus,4.0,2.0,6.0,Consensus (Both),0.5
1960658,S1,Klebsiella phage 4LV2017,4.0,2.0,6.0,Consensus (Both),0.5
1785960,S,Ralstonia phage RSP15,4.0,2.0,6.0,Consensus (Both),0.5
11157,O,Mononegavirales,4.0,2.0,6.0,Consensus (Both),0.5
2283286,S1,Gordonia phage Daredevil,5.0,1.0,6.0,Consensus (Both),0.2
2734229,S,Daredevilvirus daredevil,5.0,1.0,6.0,Consensus (Both),0.2
129727,S1,Bovine papular stomatitis virus,4.0,2.0,6.0,Consensus (Both),0.5
3431388,S,Parapoxvirus bovinestomatitis,4.0,2.0,6.0,Consensus (Both),0.5
238854,S1,Synechococcus phage S-PM2,4.0,2.0,6.0,Consensus (Both),0.5
2734126,S,Nodensvirus spm2,4.0,2.0,6.0,Consensus (Both),0.5
2733172,G,Daredevilvirus,5.0,1.0,6.0,Consensus (Both),0.2
55884,S,Enterobacteria phage SfV,4.0,2.0,6.0,Consensus (Both),0.5
1220717,S,Rhizobium phage RHEph10,5.0,1.0,6.0,Consensus (Both),0.2
175950,S,Salmonella phage ST64B,4.0,2.0,6.0,Consensus (Both),0.5
2883940,S1,Burkholderia phage phiE125,5.0,1.0,6.0,Consensus (Both),0.2
101570,S,Enterobacteria phage ES18,5.0,1.0,6.0,Consensus (Both),0.2
1982355,G,Pamexvirus,4.0,1.0,5.0,Consensus (Both),0.25
1982113,G,Gaiavirus,2.0,3.0,5.0,Consensus (Both),0.6666666666666666
2843161,G,Zicotriavirus,3.0,2.0,5.0,Consensus (Both),0.6666666666666666
1527469,S1,Bacillus phage Bobb,3.0,2.0,5.0,Consensus (Both),0.6666666666666666
1910936,S,Agatevirus bobb,3.0,2.0,5.0,Consensus (Both),0.6666666666666666
3151839,O,Hareavirales,4.0,1.0,5.0,Consensus (Both),0.25
1910931,G,Agatevirus,3.0,2.0,5.0,Consensus (Both),0.6666666666666666
1985733,G,Pradovirus,4.0,1.0,5.0,Consensus (Both),0.25
1958965,S1,Ralstonia phage RS-PI-1,4.0,1.0,5.0,Consensus (Both),0.25
2029657,S1,Bordetella phage vB_BbrM_PHB04,3.0,2.0,5.0,Consensus (Both),0.6666666666666666
2734129,S,Phabquatrovirus PHB04,3.0,2.0,5.0,Consensus (Both),0.6666666666666666
1982148,S,Gaiavirus gaia,2.0,3.0,5.0,Consensus (Both),0.6666666666666666
1486472,S1,Mycobacterium phage Gaia,2.0,3.0,5.0,Consensus (Both),0.6666666666666666
1714268,G,Alphasphaerolipovirus,3.0,2.0,5.0,Consensus (Both),0.6666666666666666
1815968,S1,Salmonella phage SJ46,2.0,3.0,5.0,Consensus (Both),0.6666666666666666
1914850,G,Certrevirus,3.0,2.0,5.0,Consensus (Both),0.6666666666666666
2560732,S,Punavirus SJ46,2.0,3.0,5.0,Consensus (Both),0.6666666666666666
2732559,O,Rowavirales,4.0,1.0,5.0,Consensus (Both),0.25
3080801,G,Moumouvirus,4.0,1.0,5.0,Consensus (Both),0.25
1678078,S,Mollivirus sibericum,3.0,2.0,5.0,Consensus (Both),0.6666666666666666
2733590,S,Ampunavirus RSPI1,4.0,1.0,5.0,Consensus (Both),0.25
2907836,S1,Salmonella phage PSP3,4.0,1.0,5.0,Consensus (Both),0.25
464095,O,Picornavirales,3.0,2.0,5.0,Consensus (Both),0.6666666666666666
12407,S,Eganvirus PsP3,4.0,1.0,5.0,Consensus (Both),0.25
2732011,O,Halopanivirales,3.0,2.0,5.0,Consensus (Both),0.6666666666666666
2948723,G,Gegevirus,4.0,1.0,5.0,Consensus (Both),0.25
2955944,S,Gegevirus ST437OXA245phi41,4.0,1.0,5.0,Consensus (Both),0.25
2733123,G,Phabquatrovirus,3.0,2.0,5.0,Consensus (Both),0.6666666666666666
2734215,S,Appavirus appa,4.0,1.0,5.0,Consensus (Both),0.25
2843457,G,Sleepyheadvirus,4.0,1.0,5.0,Consensus (Both),0.25
2591131,S1,Rhodococcus phage Sleepyhead,4.0,1.0,5.0,Consensus (Both),0.25
1623284,G,Kostyavirus,4.0,1.0,5.0,Consensus (Both),0.25
2182350,S1,Microbacterium phage Appa,4.0,1.0,5.0,Consensus (Both),0.25
2759727,S1,Ralstonia phage Gerry,3.0,2.0,5.0,Consensus (Both),0.6666666666666666
2846046,S,Cimandefvirus Ggerry,3.0,2.0,5.0,Consensus (Both),0.6666666666666666
2946815,G,Backyardiganvirus,3.0,2.0,5.0,Consensus (Both),0.6666666666666666
2733165,G,Appavirus,4.0,1.0,5.0,Consensus (Both),0.25
1029988,S1,Erwinia phage phiEaH2,3.0,2.0,5.0,Consensus (Both),0.6666666666666666
432201,S1,Escherichia phage HK544,3.0,2.0,5.0,Consensus (Both),0.6666666666666666
1392231,S1,Streptococcus phage 20617,4.0,1.0,5.0,Consensus (Both),0.25
3059794,S,Brussowvirus 20617,4.0,1.0,5.0,Consensus (Both),0.25
1623303,G,Brussowvirus,4.0,1.0,5.0,Consensus (Both),0.25
3060524,S,Pawinskivirus PS119XW,3.0,2.0,5.0,Consensus (Both),0.6666666666666666
1883379,S,Erwinia phage vB_EamM_Caitlin,3.0,2.0,5.0,Consensus (Both),0.6666666666666666
3044787,G,Pawinskivirus,3.0,2.0,5.0,Consensus (Both),0.6666666666666666
2169883,S,Erskinevirus EaH2,3.0,2.0,5.0,Consensus (Both),0.6666666666666666
2169623,G,Erskinevirus,3.0,2.0,5.0,Consensus (Both),0.6666666666666666
998086,S1,Pseudomonas phage PhiPA3,4.0,1.0,5.0,Consensus (Both),0.25
2601632,S1,Pseudomonas phage vB_PaeM_PS119XW,3.0,2.0,5.0,Consensus (Both),0.6666666666666666
3044765,G,Miltoncavirus,4.0,1.0,5.0,Consensus (Both),0.25
2733174,G,Feofaniavirus,3.0,2.0,5.0,Consensus (Both),0.6666666666666666
3060307,S,Miltoncavirus PhiPA3,4.0,1.0,5.0,Consensus (Both),0.25
2846061,S,Sleepyheadvirus sleepyhead,4.0,1.0,5.0,Consensus (Both),0.25
2169923,S,Kwaitsingvirus HK544,3.0,2.0,5.0,Consensus (Both),0.6666666666666666
2560222,G,Sanovirus,4.0,1.0,5.0,Consensus (Both),0.25
2560848,S1,Xylella virus Sano,4.0,1.0,5.0,Consensus (Both),0.25
2733094,G,Baikalvirus,3.0,2.0,5.0,Consensus (Both),0.6666666666666666
2734089,S,Baikalvirus PaBG,3.0,2.0,5.0,Consensus (Both),0.6666666666666666
1335230,S1,Pseudomonas phage PaBG,3.0,2.0,5.0,Consensus (Both),0.6666666666666666
3044829,G,Siftrevirus,3.0,2.0,5.0,Consensus (Both),0.6666666666666666
3060706,S,Siftrevirus SF3,3.0,2.0,5.0,Consensus (Both),0.6666666666666666
1690818,S1,Streptomyces phage SF3,3.0,2.0,5.0,Consensus (Both),0.6666666666666666
1983735,G,Phayoncevirus,3.0,2.0,5.0,Consensus (Both),0.6666666666666666
3432251,S,Sanovirus sano,4.0,1.0,5.0,Consensus (Both),0.25
2169624,G,Machinavirus,3.0,2.0,5.0,Consensus (Both),0.6666666666666666
2590895,S1,Gordonia phage Mollymur,4.0,1.0,5.0,Consensus (Both),0.25
3060390,S,Mollymurvirus mollymur,4.0,1.0,5.0,Consensus (Both),0.25
3044768,G,Mollymurvirus,4.0,1.0,5.0,Consensus (Both),0.25
1815630,S1,Pseudomonas phage pf16,3.0,2.0,5.0,Consensus (Both),0.6666666666666666
2560689,S,Chakrabartyvirus pf16,3.0,2.0,5.0,Consensus (Both),0.6666666666666666
2560113,G,Chakrabartyvirus,3.0,2.0,5.0,Consensus (Both),0.6666666666666666
2510486,S1,Klebsiella phage ST437-OXA245phi4.1,4.0,1.0,5.0,Consensus (Both),0.25
1415148,S2,Xylella phage Sano,4.0,1.0,5.0,Consensus (Both),0.25
2047869,S2,Corynebacterium phage Darwin,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
